# The paternal NCO maps computed in this study are supplied in this table along with crossover recombination
# maps values based on Halldorsson:2019 (DOI:10.1126/science.aau1043).
# The data columns are as follows:
# Chr (chromosome),
# pos (GRCh38 position of center of window),
# map (NCO map, NCOs/Mb per offspring),
# cMperMb (crossover recombination maps - Halldorsson:2019),
# DSB (DSB map, DSBs/Mb per meiosis),
# deltaDSB (NCO/CO difference map),
# oNCO (oNCO map, oNCOs/Mb per offspring).
Chr	pos	map	cMperMb	DSB	deltaDSB	oNCO
chr1	23500000	0.0288901139802237	1.070984	0.1369801359208948	-0.1837735797480778	0.0006150061500615
chr1	24500000	0.0239333810091612	0.891655	0.1135666240366448	-0.1861742465878567	0.0003690036900369
chr1	25500000	0.0215743137207052	0.737257	0.10104239488282081	-0.1441735306795094	0.0003075030750307
chr1	26500000	0.0274974795010597	0.414936	0.11828863800423879	0.2575816603581325	0.0003075030750307
chr1	27500000	0.0218147326321809	0.28511	0.09296113052872361	0.3233526202689164	0.0001845018450184
chr1	28500000	0.0257315450956183	0.451537	0.1119569203824732	0.185875480368442	0.0003690036900369
chr1	29500000	0.0289724912144541	0.82198	0.1323295648578164	-0.0521059482274948	0.0007380073800738
chr1	30500000	0.0292050756758513	0.841324	0.1336467827034052	-0.0597145819150986	0.0007995079950799
chr1	31500000	0.0284179956153687	0.669119	0.1270543624614748	0.0410387233008605	0.0006150061500615
chr1	32500000	0.0142343396397137	0.53141	0.06756555855885481	-0.1871738622682242	0.0001230012300123
chr1	33500000	0.0199628405558384	0.713693	0.0941252222233536	-0.1662024852467548	0.0003690036900369
chr1	34500000	0.0190729885153108	0.660925	0.0895104540612432	-0.1509888240626718	0.0003690036900369
chr1	35500000	0.027865221166877	0.656798	0.124596844667508	0.0405106895829081	0.0005535055350553
chr1	36500000	0.026779543492948	0.645016	0.12001849397179201	0.0297042941619584	0.000430504305043
chr1	37500000	0.0281529288178075	1.074953	0.13411077527123	-0.1980085298140175	0.0005535055350553
chr1	38500000	0.027006706922658	0.95011	0.127029027690632	-0.1583704836659723	0.0004920049200492
chr1	39500000	0.0248790015131576	0.890756	0.11733112605263041	-0.1669151896647793	0.000430504305043
chr1	40500000	0.0241136393821847	0.57716	0.1079977575287388	0.0328486799399556	0.000430504305043
chr1	41500000	0.0195806953570109	0.552081	0.0893644014280436	-0.0490045784823277	0.000430504305043
chr1	42500000	0.0334029878973558	0.458496	0.1427818715894232	0.3012359477934257	0.0007995079950799
chr1	43500000	0.0329729754414676	0.478327	0.1414584417658704	0.2758903057407565	0.0007380073800738
chr1	44500000	0.0330394906850298	0.381425	0.13978646274011922	0.3777444800548486	0.0006765067650676
chr1	45500000	0.0188219715604356	0.400806	0.0833040062417424	0.091052251323099	0.0003075030750307
chr1	46500000	0.0183931989198778	0.432671	0.08222621567951119	0.0415092589603591	0.0003075030750307
chr1	47500000	0.0273066803019457	0.587767	0.1209820612077828	0.0857209383960124	0.0005535055350553
chr1	48500000	0.0266149618264985	0.433321	0.11512626730599401	0.221781335389548	0.0004920049200492
chr1	49500000	0.0272194581736182	0.346922	0.11581627269447281	0.3345540356822966	0.000430504305043
chr1	50500000	0.0208521223096018	0.22392	0.0878868892384072	0.4083378950605834	0.0001845018450184
chr1	51500000	0.0265358352539961	0.409825	0.11433984101598439	0.2467173594727843	0.0003075030750307
chr1	52500000	0.0243099346169426	0.544473	0.1081291984677704	0.0659688749016554	0.0003690036900369
chr1	53500000	0.0281720635748761	0.833757	0.1293633942995044	-0.0731432722486508	0.0006765067650676
chr1	54500000	0.0211132533424804	0.820182	0.1008566533699216	-0.2062783889898752	0.0006765067650676
chr1	55500000	0.0184857469243831	1.186171	0.0976664076975324	-0.430256514152862	0.0006765067650676
chr1	56500000	0.014453907804185	1.14461	0.08070783121674	-0.5119698881230245	0.000430504305043
chr1	57500000	0.0220822276125577	1.376008	0.1158490704502308	-0.4182366479167211	0.0007380073800738
chr1	58500000	0.032203371517266	1.207249	0.15295846606906402	-0.1891762648796273	0.0009840098400984
chr1	59500000	0.0433550575136007	1.14628	0.1963458300544028	-0.0168938587667436	0.0011070110701107
chr1	60500000	0.0551376153561482	1.264416	0.2458387814245928	0.054211510361959	0.001230012300123
chr1	61500000	0.0455331805261641	1.080312	0.2037389621046564	0.0372322987813377	0.0010455104551045
chr1	62500000	0.040764084061064	1.101156	0.185079456244256	-0.027618731952109	0.0010455104551045
chr1	63500000	0.0202863575928361	0.945847	0.10006237037134441	-0.2918018152463529	0.0004920049200492
chr1	64500000	0.0153246957577171	1.032047	0.0819397230308684	-0.4497489121678282	0.0003690036900369
chr1	65500000	0.01761301365712	1.084984	0.09215173462848	-0.4134867644182536	0.000430504305043
chr1	66500000	0.0170315326521004	0.948879	0.08710371060840161	-0.3709946005399372	0.000430504305043
chr1	67500000	0.02308362442262	0.842832	0.10919113769048	-0.1764252160320704	0.0006150061500615
chr1	68500000	0.0208663452461832	0.675592	0.0969772209847328	-0.1176470982768105	0.0005535055350553
chr1	69500000	0.0261381092736797	0.652292	0.1175982770947188	0.0119819065803213	0.0006765067650676
chr1	70500000	0.0219462723680414	0.528869	0.09836246947216559	0.0294511989349915	0.0004920049200492
chr1	71500000	0.0159117322720278	0.494098	0.0735288890881112	-0.0970011667540878	0.0002460024600246
chr1	72500000	0.0138726562596149	0.410387	0.0636983650384596	-0.0729292850208221	0.0002460024600246
chr1	73500000	0.0175276568232854	0.589889	0.08190840729314161	-0.1366848431693618	0.0003690036900369
chr1	74500000	0.0154807935748696	0.517127	0.0722657142994784	-0.133019733107762	0.0003690036900369
chr1	75500000	0.0140140613297545	0.712823	0.070312705319018	-0.3310922812856124	0.0003075030750307
chr1	76500000	0.0199392506759054	0.643591	0.0926288227036216	-0.1161288734029501	0.0004920049200492
chr1	77500000	0.0291483379575821	0.75206	0.1316345518303284	-0.0046776229065123	0.0007995079950799
chr1	78500000	0.030586431645245	0.587479	0.13409530658098	0.141924849967678	0.0008610086100861
chr1	79500000	0.0171571226010862	0.512701	0.0788825104043448	-0.0779498081605076	0.0004920049200492
chr1	80500000	0.018144239977359	0.601226	0.08460147990943599	-0.1290537220406638	0.0004920049200492
chr1	81500000	0.0212009407026829	0.740556	0.0996148828107316	-0.1548896185570603	0.0006150061500615
chr1	82500000	0.0256174055144356	0.723198	0.1169335820577424	-0.0496332434414156	0.0007380073800738
chr1	83500000	0.0188984069755278	0.795616	0.0915059479021112	-0.2444373738148672	0.0004920049200492
chr1	84500000	0.0166120173050333	0.74128	0.08127366922013321	-0.2716038315090036	0.0003690036900369
chr1	85500000	0.0155351394417649	0.713165	0.0764038577670596	-0.2846848004765083	0.0003690036900369
chr1	86500000	0.0290769788858936	0.756632	0.1314405555435744	-0.0089334366355725	0.0007380073800738
chr1	87500000	0.0284074813664236	0.693763	0.1275051854656944	0.0227885713867705	0.0006765067650676
chr1	88500000	0.041512211223726	0.863076	0.18331036489490402	0.1029082928173738	0.0009225092250922
chr1	89500000	0.0284965585441458	0.712606	0.1282383541765832	0.0109583382319877	0.0006765067650676
chr1	90500000	0.0265297339830285	0.754483	0.121208595932114	-0.0533012898336355	0.0006765067650676
chr1	91500000	0.0176570560543875	0.520406	0.08103634421754999	-0.0710853495059886	0.0003690036900369
chr1	92500000	0.0159096970282546	0.461702	0.0728728281130184	-0.0633789140720017	0.0003690036900369
chr1	93500000	0.0324838326011618	0.56188	0.14117293040464718	0.192814350161416	0.0007995079950799
chr1	94500000	0.0284228139966351	0.678417	0.1272595959865404	0.0342330624739783	0.0007380073800738
chr1	95500000	0.0261730086850435	0.576657	0.11622517474017399	0.0741357016572954	0.0006765067650676
chr1	96500000	0.0230192872250541	0.606474	0.1042066289002164	-0.0151321045272088	0.0005535055350553
chr1	97500000	0.0249484208633335	0.878642	0.11736652345333401	-0.1588942034096981	0.0006150061500615
chr1	98500000	0.0260327016995644	1.051846	0.1251677267982576	-0.2250249190781946	0.0006150061500615
chr1	99500000	0.0123274855455325	0.951387	0.06833768218213	-0.5024015275381117	0.0001845018450184
chr1	100500000	0.0148830919176767	1.035666	0.0802456876707068	-0.4627112208142661	0.0003075030750307
chr1	101500000	0.011968327384547	0.822684	0.064326989538188	-0.4578777335983098	0.0002460024600246
chr1	102500000	0.0121882725903146	0.668804	0.062129170361258396	-0.3644231113020194	0.0002460024600246
chr1	103500000	0.0170681459727525	0.297024	0.07421306389101	0.1898985645252667	0.000430504305043
chr1	104500000	0.0161880487589502	0.309524	0.0709426750358008	0.1441393999678316	0.000430504305043
chr1	105500000	0.0161326843527793	0.371279	0.0719563174111172	0.052430076855883	0.0004920049200492
chr1	106500000	0.0135054207843229	0.759711	0.0692159031372916	-0.3751403674425552	0.0003690036900369
chr1	107500000	0.015476738347713	0.798645	0.077879853390852	-0.337490508198428	0.0003690036900369
chr1	108500000	0.0248741351598571	0.75839	0.11466434063942839	-0.087925537236403	0.0005535055350553
chr1	109500000	0.0409879373948959	0.386013	0.17167200957958362	0.4615151804943153	0.0007995079950799
chr1	110500000	0.0584466185277943	0.474447	0.2432754141111772	0.5179348684448729	0.0012915129151291
chr1	111500000	0.0491122160121472	0.461016	0.2056691840485888	0.4628002872046503	0.0011685116851168
chr1	112500000	0.034338425733388	0.427447	0.145902642933552	0.3449927539989406	0.0008610086100861
chr1	113500000	0.0190772538144327	0.338162	0.0830722552577308	0.1810008813151091	0.0003690036900369
chr1	114500000	0.0176920361151971	0.360251	0.07797316446078839	0.1132009567680321	0.0003690036900369
chr1	115500000	0.0222738928291488	0.363789	0.0963713513165952	0.220281617135269	0.0004920049200492
chr1	116500000	0.024336626681814	0.300136	0.10334922672725601	0.3490880218025664	0.0005535055350553
chr1	117500000	0.029211106127725	0.209506	0.12103454451090001	0.5617796909499777	0.0006150061500615
chr1	118500000	0.021470258510674	0.140428	0.088689594042696	0.5925055793873281	0.000430504305043
chr1	119500000	0.0247573526008464	0.126765	0.1015647104033856	0.6662254689232908	0.0003075030750307
chr1	120500000	0.0256883290195268	0.100719	0.1047676960781072	0.7340173780282911	0.0001230012300123
chr1	121500000	0.0357232207366928	0.039941	0.1436917029467712	0.9161834688167536	0.0
chr1	122500000	0.0357232902700571	0.016532	0.1432238010802284	0.9644339493756836	0.0
chr1	123500000	0.0381892573929121	0.0	0.1527570295716484	1.0	0.0
chr1	124500000	0.0381892573929121	0.002859	0.1528142095716484	0.9941594051623456	0.0
chr1	125500000	0.0381892573929121	0.004242	0.15284186957164841	0.9913463263056624	0.0
chr1	126500000	0.0381892573929121	0.005625	0.1528695295716484	0.988541172858785	0.0
chr1	127500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	128500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	129500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	130500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	131500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	132500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	133500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	134500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	135500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	136500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	137500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	138500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	139500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	140500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	141500000	0.0381892573929121	0.00415	0.1528400295716484	0.9915332116460652	0.0
chr1	142500000	0.0381892573929121	0.013714	0.1530313095716484	0.9722911674140614	0.0
chr1	143500000	0.0381892573929121	0.031913	0.1533952895716484	0.9366845674954708	0.0
chr1	144500000	0.0427311046752444	0.055893	0.1720422787009776	0.9026370941763469	6.150061500615006e-05
chr1	145500000	0.0409120606630567	0.138902	0.1664262826522268	0.7654970035893792	6.150061500615006e-05
chr1	146500000	0.0199869393944674	0.155068	0.08304911757786959	0.5342965414410994	0.0001845018450184
chr1	147500000	0.0180641752785488	0.131061	0.0748779211141952	0.5578217560266051	0.0001230012300123
chr1	148500000	0.0212866789591852	0.187807	0.0889028558367408	0.4868052382741822	0.0001845018450184
chr1	149500000	0.0400287070069773	0.251939	0.16515360802790918	0.6048349839872016	0.0002460024600246
chr1	150500000	0.0522505576991001	0.414751	0.2172972507964004	0.5260857931060959	0.0006150061500615
chr1	151500000	0.0413540987272382	0.412229	0.1736609749089528	0.4388678459871518	0.0007380073800738
chr1	152500000	0.0451496310561335	0.682542	0.194249364224534	0.2567355701299494	0.0008610086100861
chr1	153500000	0.0406944988624966	0.746954	0.17771707544998638	0.1640794047662973	0.0008610086100861
chr1	154500000	0.0492607008132208	0.641556	0.2098739232528832	0.3249275518822049	0.0007995079950799
chr1	155500000	0.0911269851994442	0.53579	0.3752237407977768	0.6259854319501162	0.001230012300123
chr1	156500000	0.0648723612352682	0.566791	0.2708252649410728	0.4905215958715314	0.0009840098400984
chr1	157500000	0.0472787592411882	1.0103	0.2093210369647528	0.0893220237652852	0.0011070110701107
chr1	158500000	0.0191192849838303	1.255548	0.1015880999353212	-0.4396392224465989	0.0005535055350553
chr1	159500000	0.0238217572544194	1.449918	0.1242853890176776	-0.4084921456929398	0.0006765067650676
chr1	160500000	0.0228898848565085	1.242088	0.116401299426034	-0.3595731274077506	0.0004920049200492
chr1	161500000	0.0390788481581974	1.196024	0.1802358726327896	-0.0898142006166606	0.0007995079950799
chr1	162500000	0.0447332856052009	1.290388	0.20474090242080362	-0.0603851728252076	0.0011070110701107
chr1	163500000	0.043406130585873	1.57353	0.20509512234349198	-0.1729505453070111	0.0011685116851168
chr1	164500000	0.0301891445604008	1.578126	0.1523190982416032	-0.3432077152468219	0.0009225092250922
chr1	165500000	0.0193992157566255	1.248286	0.102562583026502	-0.4314000338744799	0.0004920049200492
chr1	166500000	0.0208287639349769	1.208941	0.10749387573990761	-0.3885160831644482	0.0005535055350553
chr1	167500000	0.0153942835177127	1.06321	0.0828413340708508	-0.4597501187320644	0.0003690036900369
chr1	168500000	0.0200553073642424	1.128705	0.1027953294569696	-0.3753489182452859	0.0006150061500615
chr1	169500000	0.0163666033104674	0.765511	0.0807766332418696	-0.2932505016175684	0.0004920049200492
chr1	170500000	0.0212138568368245	0.777382	0.100403067347298	-0.1781846528869884	0.0006765067650676
chr1	171500000	0.0219675642624792	0.733905	0.1025483570499168	-0.1330807425240943	0.0005535055350553
chr1	172500000	0.032544680309161	0.738036	0.144939441236644	0.0597707789423476	0.0007995079950799
chr1	173500000	0.0332153120685942	0.419314	0.14124752827437678	0.3387916923104666	0.0006765067650676
chr1	174500000	0.0321881588589978	0.711381	0.1429802554359912	0.0725987473613602	0.0007380073800738
chr1	175500000	0.0245314485706211	0.784301	0.11381181428248441	-0.1114224654785054	0.0005535055350553
chr1	176500000	0.0325629769872198	1.152225	0.1532964079488792	-0.1611875005030608	0.0007995079950799
chr1	177500000	0.0287617403512232	0.772174	0.1304904414048928	-0.0245455535925502	0.0005535055350553
chr1	178500000	0.0270925546238734	0.62877	0.1209456184954936	0.0482406876500703	0.0006150061500615
chr1	179500000	0.0181348174701494	0.3938	0.08041526988059759	0.081346574143885	0.0003690036900369
chr1	180500000	0.0299573257059533	0.549589	0.1308210828238132	0.1643294021363318	0.0008610086100861
chr1	181500000	0.0321227485607282	0.75805	0.1436519942429128	0.0399177827487634	0.0007995079950799
chr1	182500000	0.0346857593003216	0.977269	0.1582884172012864	-0.0486464913560787	0.0009225092250922
chr1	183500000	0.0241098658353651	0.881168	0.1140628233414604	-0.1769013712423449	0.0005535055350553
chr1	184500000	0.0239369478704767	0.709588	0.1099395514819068	-0.0739638880428518	0.0004920049200492
chr1	185500000	0.0202232010208744	0.490075	0.0906943040834976	0.0266611651088084	0.0003690036900369
chr1	186500000	0.0227399745359031	0.497396	0.1009078181436124	0.0777431921683602	0.0004920049200492
chr1	187500000	0.0205177046651582	0.56747	0.0934202186606328	-0.0393980110314116	0.0006150061500615
chr1	188500000	0.0202928744411189	0.529063	0.0917527577644756	-0.0098870808336884	0.0006150061500615
chr1	189500000	0.0154589932044828	0.401222	0.0698604128179312	-0.0076303878921258	0.0004920049200492
chr1	190500000	0.012265448309505	0.320693	0.05547565323802	-0.011317092087138	0.0003075030750307
chr1	191500000	0.0125609239930742	0.521699	0.0606776759722968	-0.2380619168259637	0.0003075030750307
chr1	192500000	0.0105935467850419	0.609848	0.0545711471401676	-0.3850292467700024	0.0001845018450184
chr1	193500000	0.010474307707738	0.571873	0.053334690830952006	-0.362242180551163	0.0001845018450184
chr1	194500000	0.0097511609398466	0.448412	0.047972883759386395	-0.2854739031852094	0.0002460024600246
chr1	195500000	0.0118151290047973	0.392807	0.055116656019189206	-0.1306856342657944	0.0002460024600246
chr1	196500000	0.0178782216133129	0.416416	0.0798412064532516	0.0464472764653995	0.0003690036900369
chr1	197500000	0.0201874584149511	0.388074	0.0885113136598044	0.1415081396844131	0.0003075030750307
chr1	198500000	0.0201109551661992	0.550495	0.0914537206647968	-0.0342317565465597	0.0004920049200492
chr1	199500000	0.0146345044707864	0.641831	0.0713746378831456	-0.2635690366226172	0.0003690036900369
chr1	200500000	0.0243233427159106	0.821808	0.1137295308636424	-0.1386057144229408	0.0007380073800738
chr1	201500000	0.0268686440287294	0.693966	0.1213538961149176	-0.0052000086569297	0.0006150061500615
chr1	202500000	0.0526863103253006	0.804853	0.2268423013012024	0.2518428163706657	0.0011685116851168
chr1	203500000	0.0490584347130421	0.754441	0.2113225588521684	0.2487209698530716	0.0010455104551045
chr1	204500000	0.0531355474076135	0.868113	0.22990444963045398	0.2201308115864242	0.0012915129151291
chr1	205500000	0.0543697943295345	0.824848	0.23397613731813802	0.2550775488852147	0.0011070110701107
chr1	206500000	0.0344519045227099	0.812333	0.1540542780908396	0.0403365146551485	0.0007380073800738
chr1	207500000	0.0427967243424475	1.001449	0.19121587736979	0.0441319331600027	0.0009225092250922
chr1	208500000	0.0362591739449578	1.065537	0.1663474357798312	-0.069626584807262	0.0009840098400984
chr1	209500000	0.040670011108232	0.926938	0.18121880443292798	0.0572708671567852	0.0011070110701107
chr1	210500000	0.0225708920405452	0.615677	0.1025971081621808	-0.0324877941123529	0.0005535055350553
chr1	211500000	0.0192827784433235	0.467489	0.086480893773294	0.0264435685328098	0.000430504305043
chr1	212500000	0.0292861951417605	0.580671	0.128758200567042	0.1263190324061252	0.0006765067650676
chr1	213500000	0.0468534863984237	0.748435	0.2023826455936948	0.2308167250331316	0.0009840098400984
chr1	214500000	0.0311652475259281	0.71279	0.1389167901037124	0.0555326416430972	0.0007380073800738
chr1	215500000	0.0226714724585089	0.813051	0.1069469098340356	-0.1677122436465549	0.0005535055350553
chr1	216500000	0.0125990497905302	0.703749	0.06447117916212079	-0.3721089114700427	0.0003075030750307
chr1	217500000	0.0193188798576305	0.79815	0.093238519430522	-0.2355669673420407	0.0005535055350553
chr1	218500000	0.0157724996972752	0.644417	0.0759783387891008	-0.2303012981952635	0.000430504305043
chr1	219500000	0.0245948520102273	0.609503	0.1105694680409092	0.0154768550142926	0.0006150061500615
chr1	220500000	0.0228565228577971	0.540795	0.10224199143118841	0.0386103772322473	0.0005535055350553
chr1	221500000	0.0238138387252914	0.517351	0.1056023749011656	0.0811254274232804	0.0005535055350553
chr1	222500000	0.022685453761597	0.570002	0.102141855046388	0.0085732628004697	0.0006150061500615
chr1	223500000	0.0304146729323132	0.529941	0.1322575117292528	0.1893001294673144	0.0007380073800738
chr1	224500000	0.048252010323269	0.516424	0.203336521293076	0.4097295179925382	0.0010455104551045
chr1	225500000	0.0534349076709319	0.453757	0.2228147706837276	0.5012563329357167	0.0011070110701107
chr1	226500000	0.0314890969012181	0.387809	0.1337125676048724	0.3496945035286669	0.0007995079950799
chr1	227500000	0.0269218920345785	0.34185	0.11452456813831399	0.3362117509732797	0.0006150061500615
chr1	228500000	0.0236462584050879	0.392074	0.1024265136203516	0.2130923763603515	0.0004920049200492
chr1	229500000	0.0562772088973873	0.814759	0.2414040155895492	0.2768155847340208	0.0012915129151291
chr1	230500000	0.0625327268861201	1.052193	0.27117476754448044	0.2060671228135182	0.0015375153751537
chr1	231500000	0.0601939991017672	1.218471	0.2651454164070688	0.1161156268085725	0.0017220172201722
chr1	232500000	0.0410082450106002	1.245606	0.1889451000424008	-0.0860573049481574	0.0011685116851168
chr1	233500000	0.0499016401652768	1.500431	0.2296151806611072	-0.0810174909238301	0.0015375153751537
chr1	234500000	0.0529379359849551	1.402493	0.23980160393982042	-0.0179098538917266	0.0014145141451414
chr1	235500000	0.0617565582698356	1.310241	0.2732310530793424	0.0928798813765354	0.001660516605166
chr1	236500000	0.0472845182135802	1.280493	0.2147479328543208	-0.0288692797151784	0.0012915129151291
chr1	237500000	0.0352886181139323	1.326436	0.1676831924557292	-0.1904593570201236	0.001230012300123
chr1	238500000	0.0428279722095674	1.540603	0.2021239488382696	-0.169194604457663	0.0012915129151291
chr1	239500000	0.0409771601990925	1.794585	0.19980034079637	-0.262904169942589	0.001230012300123
chr1	240500000	0.087838307693287	2.516019	0.401673610773148	-0.05687483446933	0.0025830258302583
chr1	241500000	0.0669962991273057	2.515902	0.3183032365092228	-0.1900058061753533	0.0020295202952029
chr1	242500000	0.0870934060801166	1.942888	0.38723138432046644	0.0679517568402866	0.0020910209102091
chr1	243500000	0.0520944717975234	2.455322	0.25748432719009356	-0.2967442964414372	0.0011070110701107
chr1	244500000	0.090328350131002	3.03197	0.421952800524008	-0.135390314854807	0.0019680196801968
chr1	245500000	0.1014991108527343	3.302115	0.4720387434109372	-0.1200214152506334	0.0028290282902829
chr1	246500000	0.1091297831919802	2.500535	0.48652983276792083	0.0546159764185949	0.0034440344403444
chr1	247500000	0.114087094747899	1.673003	0.48980843899159604	0.2708906681228987	0.0030135301353013
chr1	248500000	0.1077585913589804	1.736041	0.4657551854359216	0.2267844256552852	0.0017220172201722
chr10	500000	0.1002012335467974	3.982342	0.4804517741871896	-0.2171765536476216	0.0015990159901599
chr10	1500000	0.0812925055711881	4.12444	0.40765882228475236	-0.3299609218304072	0.0022140221402214
chr10	2500000	0.0827398331723603	5.669212	0.44434357268944125	-0.4566106184362278	0.0030135301353013
chr10	3500000	0.0682185244535738	4.988112	0.3726363378142952	-0.4819467021728555	0.0025830258302583
chr10	4500000	0.0808476274890497	4.281703	0.4090245699561988	-0.3489419286132393	0.002890528905289
chr10	5500000	0.0657487943042942	2.748921	0.3179735972171768	-0.2411829635452614	0.0020295202952029
chr10	6500000	0.0711883168299497	2.572304	0.3361993473197988	-0.171374906956739	0.0020910209102091
chr10	7500000	0.0419863222928556	2.534638	0.2186380491714224	-0.4050702711661061	0.0012915129151291
chr10	8500000	0.0276529252417258	1.770206	0.1460158209669032	-0.429291993934928	0.0009225092250922
chr10	9500000	0.0239796643627844	1.795778	0.1318342174511376	-0.4910646125575936	0.0007995079950799
chr10	10500000	0.0438240424532532	1.619742	0.2076910098130128	-0.1823266940655255	0.001230012300123
chr10	11500000	0.065152263993644	1.94194	0.299447855974576	-0.0766756049290916	0.0017835178351783
chr10	12500000	0.0668868360042336	1.649354	0.3005344240169344	0.0179611187620263	0.0018450184501845
chr10	13500000	0.0652120459251127	1.62911	0.2934303837004508	0.0114584847656721	0.0018450184501845
chr10	14500000	0.0471670536383709	1.247699	0.21362219455348358	-0.0171472198887421	0.0012915129151291
chr10	15500000	0.0430768093067768	1.302107	0.1983493772271072	-0.0836497278835542	0.0011070110701107
chr10	16500000	0.0320471505993782	1.033059	0.14884978239751281	-0.1154866347740404	0.0008610086100861
chr10	17500000	0.0429014673592497	1.048863	0.1925831294369988	0.0222497922529847	0.0012915129151291
chr10	18500000	0.0574173699560571	0.900301	0.2476754998242284	0.2395911408165595	0.0018450184501845
chr10	19500000	0.0500796905091574	0.889609	0.2181109420366296	0.1799666316076229	0.0017220172201722
chr10	20500000	0.0436265641462836	0.752208	0.1895504165851344	0.194353980810296	0.0011685116851168
chr10	21500000	0.0236675386315223	0.335896	0.10138807452608921	0.2859801667895122	0.0004920049200492
chr10	22500000	0.0286292746943386	0.213944	0.1187959787773544	0.5475595686240794	0.000430504305043
chr10	23500000	0.035288087451624	0.299432	0.14714098980649598	0.5015391813237874	0.0007380073800738
chr10	24500000	0.0394564372855664	0.539302	0.1686117891422656	0.3031567602116839	0.0009840098400984
chr10	25500000	0.0512665282733941	0.615329	0.2173726930935764	0.3609449203208694	0.0014145141451414
chr10	26500000	0.0356626063640213	0.49882	0.1526268254560852	0.2926482757953397	0.0009840098400984
chr10	27500000	0.0289693870628487	0.342937	0.1227362882513948	0.3669361306071731	0.0007995079950799
